RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
5232,Burglary,202200010386,1500,TRAILRIDGE RD,CPD,2022/04/24 21:50:59+00,1750,"Middleton, Matthew"
5233,Lost/FoundProperty,202200010382,,ANGUS RD / WAYNE AVE,CPD,2022/04/24 21:07:43+00,1707,"Alfonso, Sean"
5234,Suspicious Person,202280000402,200,RIDGE MCINTIRE RD,CPD,2022/04/24 20:06:50+00,1606,"Moje, Ashley"
5235,Harassment,202280000401,200,E MAIN ST,CPD,2022/04/24 16:41:19+00,1241,"Moje, Ashley"
5236,Lost/FoundProperty,202200010364,2600,JEFFERSON PARK AVE,CPD,2022/04/24 15:58:20+00,1158,"Eckenroth, Rachel"
5237,Accident - w/out Injuries,202200010357,1100,RIVER RD,CPD,2022/04/24 14:44:06+00,1044,"Houchens, Jamell"
5238,Missing Person-juvenile,202200010354,2100,MICHIE DR,CPD,2022/04/24 14:17:40+00,1017,"Samar, Jack"
5239,Domestic Disturbance,202200010351,1300,"CARLTON AVE, 407",CPD,2022/04/24 13:39:10+00,0939,"Green, Bryan"
5240,Motor Vehicle Theft,202200010349,600,BROWN ST,CPD,2022/04/24 13:02:25+00,0902,"Tennyson, James"
5241,Drunkeness DIP,202200010348,600,E WATER ST,CPD,2022/04/24 11:54:34+00,0754,"Green, Bryan"
5242,Hit and Run,202200010328,1200,EMMET ST N,CPD,2022/04/24 06:32:28+00,0232,"Curry, Brian"
5243,Lost/FoundProperty,202200010306,200,CLEVELAND AVE,CPD,2022/04/24 04:09:04+00,0009,"Hopiane, Sayd"
5244,Burglary,202200010293,1000,BELMONT AVE,CPD,2022/04/24 03:17:57+00,2317,"Wells, Matthew"
5245,Lost/FoundProperty,202200010271,600,W MAIN ST,CPD,2022/04/24 00:58:48+00,2058,"Venereo, Arturo"
5246,Driving Under the Influence,202200010265,1900,EMMET ST N,CPD,2022/04/24 00:37:12+00,2037,"Lowe, Courteny"
5247,Misc - Criminal Call,202200010259,100,"SHAMROCK RD, 7",CPD,2022/04/23 23:57:13+00,1957,"Venereo, Arturo"
5248,Lost/FoundProperty,202280000400,1500,UNIVERSITY AVENUE AVE,CPD,2022/04/23 22:33:00+00,1833,"Moje, Ashley"
5249,Vandalism,202280000399,1000,RIDGE ST,CPD,2022/04/23 21:11:36+00,1711,"Moje, Ashley"
5250,Assault Aggravated,202200010232,1300,CARLTON AVE,CPD,2022/04/23 20:11:30+00,1611,"Young, Steven"
5251,Hit and Run,202200010226,900,PRESTON AVE,CPD,2022/04/23 19:35:28+00,1535,"Samar, Jack"
5252,Assault Simple,202200010225,1400,UNIVERSITY AVE,CPD,2022/04/23 19:12:48+00,1512,"Eckenroth, Rachel"
5253,Assault Aggravated,202200010224,1500,"CARLTON AVE, 28",CPD,2022/04/23 18:51:35+00,1451,"Pendleton, Eric"
5254,Assault Intimidation,202200010223,,UNIVERSITY AVE / HOSPITAL DR,CPD,2022/04/23 18:36:06+00,1436,"Eckenroth, Rachel"
5255,Lost/FoundProperty,202200010221,600,UNIVERSITY WAY,CPD,2022/04/23 17:56:08+00,1356,"Eckenroth, Rachel"
5256,Comm Relations Initiative - CRI,202200010213,1000,CHERRY AVE,CPD,2022/04/23 17:17:06+00,1317,"McKeown, Kaitlyn"
5257,Noise Complaint,202280000398,1200,"CHERRY AVE, a",CPD,2022/04/23 15:00:09+00,1100,"Moje, Ashley"
5258,Disorderly Conduct,202200010169,2100,"MICHIE DR, 118",CPD,2022/04/23 05:35:06+00,0135,"Darby, Michael"
5259,Shots Fired/Illegal Hunting,202200010163,800,HARDY DR,CPD,2022/04/23 05:10:18+00,0110,"Gower, Charles"
5260,Larceny - From Motor Vehicle,202200010154,100,MADISON LN,CPD,2022/04/23 04:19:01+00,0019,"Bentz, Benjamin "
5261,Assault Simple,202200010152,200,W MAIN ST,CPD,2022/04/23 04:11:45+00,0011,"Wells, Matthew"
5262,Assault Aggravated,202200010149,800,"CHERRY AVE, 1304",CPD,2022/04/23 03:30:30+00,2330,"Hopiane, Sayd"
5263,Vandalism,202200010136,,E WATER ST / 5TH ST SE,CPD,2022/04/23 02:21:28+00,2221,"Wells, Matthew"
5264,Vandalism,202200010119,900,RIVES ST,CPD,2022/04/22 23:53:02+00,1953,"Gower, Charles"
5265,Larceny - Of Veh Parts/Access,202280000397,800,"CABELL AVE, D",CPD,2022/04/22 20:45:40+00,1645,"Moje, Ashley"
5266,Assault Simple,202200010093,700,NASSAU ST,CPD,2022/04/22 19:26:26+00,1526,"McKeown, Kaitlyn"
5267,Driving Under the Influence,202200010073,1000,5TH ST SW,CPD,2022/04/22 15:58:55+00,1158,"Thomas, Eric"
5268,Hit and Run,202200010075,1200,WERTLAND ST,CPD,2022/04/22 15:54:42+00,1154,"Allen, Claire"
5269,Sex Offense - Forcible Rape,202200010070,200,"14TH ST NW, 101",CPD,2022/04/22 14:19:34+00,1019,"Allen, Claire"
5270,Larceny - Shoplifitng,202200010041,1900,EMMET ST N,CPD,2022/04/22 07:11:55+00,0311,"Patel, Akash"
5271,Assist Citizen - Mental/TDO/ECO,202200010038,1200,"W MAIN ST, 436",CPD,2022/04/22 06:17:31+00,0217,"Lee, Chandler"
5272,Drunkeness DIP,202200010030,100,W MAIN ST,CPD,2022/04/22 04:35:46+00,0035,"Wells, Matthew"
5273,Assault Intimidation,202200010015,600,"W MAIN ST, 104",CPD,2022/04/22 02:30:00+00,2230,"Smith, Daniel"
5274,Larceny - From Motor Vehicle,202280000396,1000,"LINDEN AVE, 409",CPD,2022/04/21 23:00:13+00,1900,"Moje, Ashley"
5275,Larceny - Theft from Building,202280000395,2500,JEFFERSON PARK,CPD,2022/04/21 21:48:16+00,1748,"Moje, Ashley"
5276,Harassment,202280000394,100,OLINDA DR,CPD,2022/04/21 21:45:30+00,1745,"Moje, Ashley"
5277,Larceny - Theft from Building,202280000393,600,MONTROSE AVE,CPD,2022/04/21 21:31:09+00,1731,"Moje, Ashley"
5278,Assault Simple,202200009991,200,EMMET ST S,CPD,2022/04/21 21:28:18+00,1728,"Eckenroth, Rachel"
5279,Assault Intimidation,202200009977,400,14TH ST NW,CPD,2022/04/21 19:36:50+00,1536,"Eckenroth, Rachel"
5280,Vandalism,202280000392,100,KENT TER,CPD,2022/04/21 19:05:29+00,1505,"Moje, Ashley"
5281,Assault Simple,202200009974,1900,EMMET ST N,CPD,2022/04/21 18:47:02+00,1447,"Barbour, Tremaine"
5282,Assist Citizen - Mental/TDO/ECO,202200009970,1200,LEE ST,CPD,2022/04/21 18:21:13+00,1421,"Bradley, Heather"
5283,Misc - Non-Criminal Call,202200009967,100,RUGBY RD,CPD,2022/04/21 18:05:25+00,1405,"Lewis, Joey"
5284,Larceny - All Other,202200009966,500,ROCKLAND AVE,CPD,2022/04/21 17:58:09+00,1358,"Pendleton, Eric"
5285,Assault Simple,202200009963,1600,MONTICELLO RD RD,CPD,2022/04/21 17:10:17+00,1310,"Lowry, Ryan"
5286,Vandalism,202200009961,,SHAMROCK RD,CPD,2022/04/21 16:51:48+00,1251,"Allen, Claire"
5287,Disorderly Conduct,202200009944,1000,"CITY WALK WAY, 6",CPD,2022/04/21 13:17:55+00,0917,"Shiflett, Tammy"
5288,Hit and Run,202200009941,1300,AVON ST,CPD,2022/04/21 12:42:55+00,0842,"Pendleton, Eric"
5289,Larceny - All Other,202200009935,200,18TH ST NE,CPD,2022/04/21 11:19:42+00,0719,"Allen, Claire"
5290,Vandalism,202200009933,1000,EMMET ST N,CPD,2022/04/21 09:36:43+00,0536,
5291,Larceny - From Motor Vehicle,202200009932,1000,LINDEN AVE,CPD,2022/04/21 09:18:22+00,0518,"Bentz, Benjamin "
5292,Larceny - All Other,202200009930,1400,CHESAPEAKE ST,CPD,2022/04/21 07:42:34+00,0342,"Wells, Matthew"
5293,Larceny - Theft from Building,202200009925,800,"HARDY DR, B",CPD,2022/04/21 06:31:52+00,0231,"Bentz, Benjamin "
5294,Lost/FoundProperty,202200009905,100,W MARKET ST,CPD,2022/04/21 02:42:07+00,2242,
5295,Suspicious Activity,202200009898,4000,"CITY WALK WAY, 446",CPD,2022/04/21 01:51:29+00,2151,"Smith, Daniel"
5296,Fraud-false pretense,202200009890,2600,NAYLOR ST,CPD,2022/04/20 23:30:53+00,1930,"Smith, Daniel"
5297,Hit and Run,202200009873,,BYPASS @ EMMET ST,CPD,2022/04/20 21:26:21+00,1726,"Lucas, Corbin"
5298,Drunkeness DIP,202200009868,200,RIDGE MCINTIRE RD,CPD,2022/04/20 20:43:02+00,1643,"Houchens, Logan"
5299,Suspicious Activity,202200009858,100,"SHAMROCK RD, 7",CPD,2022/04/20 19:29:10+00,1529,"Shiflett, Tammy"
5300,Larceny - From Motor Vehicle,202280000391,1100,LITTLE HIGH STREET ST,CPD,2022/04/20 19:22:41+00,1522,"Moje, Ashley"
5301,Lost/FoundProperty,202200009856,500,CHERRY AVE,CPD,2022/04/20 18:21:16+00,1421,"Houchens, Logan"
5302,Assist Citizen - Mental/TDO/ECO,202200009849,2100,IVY RD,CPD,2022/04/20 17:58:26+00,1358,"Hopiane, Sayd"
5303,Assault Intimidation,202200009846,1600,GREEN ST,CPD,2022/04/20 17:23:38+00,1323,"Allen, Claire"
5304,Pornography,202200009843,500,E MAIN ST,CPD,2022/04/20 17:21:32+00,1321,"Bowers, Justin"
5305,Harassment,202280000390,4000,"CITY WALK WAY, 446",CPD,2022/04/20 16:49:34+00,1249,"Moje, Ashley"
5306,Larceny - From Motor Vehicle,202280000389,300,7 1/2 ST SW,CPD,2022/04/20 16:29:57+00,1229,"Moje, Ashley"
5307,Motor Vehicle Theft,202200009837,100,ALDERMAN RD,CPD,2022/04/20 15:20:48+00,1120,"Nash, Darius"
5308,Weapons Violations,202200009831,300,11TH ST NW,CPD,2022/04/20 14:43:21+00,1043,"Allen, Claire"
5309,Larceny - Theft from Building,202280000380,1400,"E MARKET ST, A",CPD,2022/04/20 14:30:25+00,1030,"Moje, Ashley"
5310,Assist Citizen - Mental/TDO/ECO,202200009824,1400,MELBOURNE RD,CPD,2022/04/20 13:32:42+00,0932,"Shiflett, Tammy"
5311,Misc - Criminal Call,202200009822,600,E MARKET ST,CPD,2022/04/20 13:32:15+00,0932,"Stayments, Ronald "
5312,Misc - Criminal Call,202200009823,600,E MARKET ST,CPD,2022/04/20 13:32:15+00,0932,"Stayments, Ronald "
5313,Drug/Narcotics Violation,202200009813,,WEST ST / 9TH ST NW,CPD,2022/04/20 06:50:22+00,0250,"Lowry, Ryan"
5314,Assault Simple,202200009810,800,MONTICELLO RD,CPD,2022/04/20 05:00:50+00,0100,"Bentz, Benjamin "
5315,Harassment,202280000379,1600,CEDAR HILL RD,CPD,2022/04/20 02:02:42+00,2202,"Moje, Ashley"
5316,Robbery - Armed,202200009780,700,"AVON ST, A",CPD,2022/04/20 01:53:03+00,2153,"Arreguin, Arron"
5317,Disorderly Conduct,202200009771,1900,EMMET ST N,CPD,2022/04/20 00:34:57+00,2034,"Venereo, Arturo"
5318,Family Offense - Non-Violent,202200009770,4000,"CITY WALK WAY, 446",CPD,2022/04/20 00:19:07+00,2019,"Lucas, Corbin"
5319,Vandalism,202200009761,700,"PROSPECT AVE, B",CPD,2022/04/19 22:19:30+00,1819,"Stein, Nathan"
5320,Assault Simple,202200009753,1400,UNIVERSITY AVE,CPD,2022/04/19 21:01:16+00,1701,"Middleton, Matthew"
5321,Suspicious Activity,202200009754,700,PROSPECT AVE,CPD,2022/04/19 20:57:06+00,1657,"Houchens, Logan"
5322,Misc - Non-Criminal Call,202200009745,1400,MELBOURNE RD,CPD,2022/04/19 20:21:04+00,1621,"Samar, Jack"
5323,Larceny - Theft from Building,202280000378,500,MEADE AVE,CPD,2022/04/19 19:27:03+00,1527,"Moje, Ashley"
5324,Larceny - All Other,202200009731,1900,ARLINGTON BLVD,CPD,2022/04/19 18:48:11+00,1448,"Allen, Claire"
5325,Robbery - Armed,202200009721,300,"RIVERSIDE AVE, B",CPD,2022/04/19 16:06:49+00,1206,"Shiflett, Tammy"
5326,Harassment,202200009718,,RUGBY AVE,CPD,2022/04/19 15:56:02+00,1156,"Allen, Claire"
5327,Hit and Run,202200009716,100,W MARKET ST,CPD,2022/04/19 15:32:22+00,1132,"Shiflett, Tammy"
5328,Family Offense - Non-Violent,202200009708,4000,"CITY WALK WAY, 446",CPD,2022/04/19 14:25:49+00,1025,"Shiflett, Tammy"
5329,Hit and Run,202280000377,1900,EMMET ST N,CPD,2022/04/19 11:41:59+00,0741,"Moje, Ashley"
5330,Sex Offense,202200009686,700,"PROSPECT AVE, J",CPD,2022/04/19 04:09:34+00,0009,"Hickey, Declan"
5331,Assist Citizen - Mental/TDO/ECO,202200009662,1900,"SWANSON DR, 3",CPD,2022/04/19 02:15:46+00,2215,"Green, Bryan"
5332,Assist Citizen - Mental/TDO/ECO,202200009654,200,E MARKET ST,CPD,2022/04/19 01:20:32+00,2120,"Middleton, Matthew"
5333,Warrant Service,202200009648,800,CHERRY AVE,CPD,2022/04/18 23:55:50+00,1955,"Houchens, Jamell"
5334,Lost/FoundProperty,202280000376,2100,BARRACKS RD,CPD,2022/04/18 23:35:00+00,1935,"Moje, Ashley"
5335,Phone Calls - Threat or Obscene,202200009642,1400,"SHORT 18TH ST, B",CPD,2022/04/18 22:41:23+00,1841,"Middleton, Matthew"
5336,Missing Person-adult,202200009639,1600,EMMET ST N,CPD,2022/04/18 22:02:03+00,1802,"Green, Bryan"
5337,Vandalism,202280000375,1000,"CHERRY AVE, BLD A",CPD,2022/04/18 20:32:43+00,1632,"Moje, Ashley"
5338,Larceny - Theft from Building,202280000374,1800,JEFFERSON PARK AVE ST,CPD,2022/04/18 20:19:28+00,1619,"Moje, Ashley"
5339,Forgery/Counterfeiting,202200009632,1400,UNIVERSITY AVE,CPD,2022/04/18 19:59:10+00,1559,"Alfonso, Sean"
5340,Accident w/Injuries,202200009628,900,PRESTON AVE,CPD,2022/04/18 19:57:40+00,1557,"Green, Bryan"
5341,Hit and Run,202200009626,,WERTLAND ST / 14TH ST NW,CPD,2022/04/18 19:42:36+00,1542,"Alfonso, Sean"
5342,Assist Citizen - Mental/TDO/ECO,202200009622,800,PRESTON AVE,CPD,2022/04/18 18:55:07+00,1455,"Tennyson, James"
5343,Fraud-false pretense,202280000373,,VIRGINIA AVE,CPD,2022/04/18 18:40:19+00,1440,"Moje, Ashley"
5344,Assault Simple,202200009618,200,HUNTLEY AVE,CPD,2022/04/18 17:58:30+00,1358,"Nash, Darius"
5345,Larceny - From Motor Vehicle,202200009614,900,RIVER RD,CPD,2022/04/18 17:06:05+00,1306,"Allen, Claire"
5346,Larceny - Theft from Building,202280000372,1800,MEADOWBROOK HEIGHTS RD,CPD,2022/04/18 15:40:04+00,1140,"Moje, Ashley"
5347,Larceny - Theft from Building,202280000371,1500,VIRGINIA AVE,CPD,2022/04/18 15:22:09+00,1122,"Moje, Ashley"
5348,Forgery/Counterfeiting,202200009606,100,5TH ST SE,CPD,2022/04/18 14:51:16+00,1051,"Shiflett, Tammy"
5349,Assist Citizen - Mental/TDO/ECO,202200009605,400,E JEFFERSON ST,CPD,2022/04/18 13:57:35+00,0957,"Shiflett, Tammy"
5350,Hit and Run,202200009602,1400,PEN PARK RD,CPD,2022/04/18 12:57:04+00,0857,"Allen, Claire"
5351,Hit and Run,202200009595,900,"1ST ST S, B",CPD,2022/04/18 11:52:04+00,0752,"Johnston, Ernest"
5352,Vandalism,202200009570,1600,MERIDIAN ST,CPD,2022/04/18 06:35:35+00,0235,"Darby, Michael"
5353,Assist Citizen - Mental/TDO/ECO,202200009564,1600,EMMET ST N,CPD,2022/04/18 05:38:02+00,0138,"Bradley, Heather"
5354,Robbery - Strong Arm,202200009536,1100,"JOHN ST, H",CPD,2022/04/18 03:15:05+00,2315,"Miller, Devin"
5355,Larceny - From Motor Vehicle,202280000370,,"6TH ST SE, 713c",CPD,2022/04/17 23:43:42+00,1943,"Moje, Ashley"
5356,Larceny - From Motor Vehicle,202280000369,100,MADISON LN,CPD,2022/04/17 23:38:04+00,1938,"Moje, Ashley"
5357,Assist Agency - Other,202200009513,400,E JEFFERSON ST,CPD,2022/04/17 21:23:52+00,1723,"Lowe, Courteny"
5358,Harassment,202280000368,600,LOCUST,CPD,2022/04/17 19:19:00+00,1519,"Moje, Ashley"
5359,Death Investigation - DOA,202200009502,500,"CLEVELAND AVE, B",CPD,2022/04/17 17:46:34+00,1346,"Young, Steven"
5360,Missing Person-juvenile,202200009497,700,PROSPECT AVE,CPD,2022/04/17 16:17:16+00,1217,"Hopiane, Sayd"
5361,Hit and Run,202200009496,900,PAGE ST,CPD,2022/04/17 16:15:13+00,1215,"Pittman, Terry"
5362,Hit and Run,202200009491,1600,EMMET ST N,CPD,2022/04/17 14:33:01+00,1033,"Tennyson, James"
5363,Death Investigation - DOA,202200009486,400,"CARL SMITH ST, 103",CPD,2022/04/17 12:37:13+00,0837,"Samar, Jack"
5364,Burglary,202200009482,2200,"NORTH BERKSHIRE RD, 10",CPD,2022/04/17 09:17:14+00,0517,"Bradley, Heather"
5365,Assault Simple,202200009476,200,RIDGE MCINTIRE RD,CPD,2022/04/17 07:25:40+00,0325,"Patel, Akash"
5366,Assault Aggravated,202200009474,1200,EMMET ST N,CPD,2022/04/17 07:16:38+00,0316,"Hickey, Declan"
5367,Assault Simple,202200009462,1100,5TH ST SW,CPD,2022/04/17 06:05:31+00,0205,"Curry, Brian"
5368,Assault Simple,202200009468,2200,JEFFERSON PARK AVE,CPD,2022/04/17 05:48:29+00,0148,"Darby, Michael"
5369,Family Offense - Non-Violent,202200009450,200,"RIDGE ST, 9",CPD,2022/04/17 04:45:59+00,0045,"Vlasis, Christopher"
5370,Lost/FoundProperty,202280000367,200,ELLIEWOOD AVE,CPD,2022/04/17 01:44:00+00,2144,"Moje, Ashley"
5371,Disorderly Conduct,202200009408,200,RIDGE ST,CPD,2022/04/17 01:02:15+00,2102,"Houchens, Jamell"
5372,Kidnap/Abduction,202200009407,200,ZAN RD,CPD,2022/04/17 00:57:38+00,2057,"Eckenroth, Rachel"
5373,Drunkeness DIP,202200009398,1600,EMMET ST N,CPD,2022/04/17 00:11:07+00,2011,"Venereo, Arturo"
5374,Assist Citizen - Mental/TDO/ECO,202200009391,1100,"MILLMONT ST, 126",CPD,2022/04/16 23:27:57+00,1927,"Eckenroth, Rachel"
5375,Burglary,202200009382,100,"RAYMOND AVE, A",CPD,2022/04/16 22:26:16+00,1826,"Alfonso, Sean"
5376,Accident w/Injuries,202200009375,,W MAIN ST / 11TH ST SW,CPD,2022/04/16 21:21:37+00,1721,"Eckenroth, Rachel"
5377,Hit and Run,202200009372,3800,-78.4953314470000000,CPD,2022/04/16 20:25:40+00,1625,"Samar, Jack"
5378,Larceny - Theft from Building,202280000366,900,2ND ST SE,CPD,2022/04/16 19:07:37+00,1507,"Moje, Ashley"
5379,Suspicious Activity,202200009365,300,250 BYPASS,CPD,2022/04/16 18:11:03+00,1411,"Samar, Jack"
5380,Fraud-wire fraud,202200009364,100,ELLIEWOOD AVE,CPD,2022/04/16 18:07:31+00,1407,"McKeown, Kaitlyn"
5381,Larceny - From Motor Vehicle,202280000365,500,17TH ST NW,CPD,2022/04/16 17:57:30+00,1357,"Moje, Ashley"
5382,Harassment,202280000364,400,"MONTICELLO RD, Suite D",CPD,2022/04/16 17:47:08+00,1347,"Moje, Ashley"
5383,Assault Simple,202200009356,100,ELLIEWOOD AVE,CPD,2022/04/16 15:47:38+00,1147,"McKeown, Kaitlyn"
5384,Larceny - All Other,202200009353,100,"E MAIN ST, A",CPD,2022/04/16 15:08:44+00,1108,"Pittman, Terry"
5385,Disorderly Conduct,202200009348,300,E MAIN ST,CPD,2022/04/16 12:52:20+00,0852,"Turner, Devon"
5386,Drunkeness DIP,202200009327,100,ELLIEWOOD AVE,CPD,2022/04/16 06:03:45+00,0203,"Wells, Matthew"
5387,Suspicious Activity,202200009305,1100,"MONTICELLO RD, C",CPD,2022/04/16 04:15:22+00,0015,"Vlasis, Christopher"
5388,Suspicious Activity,202200009287,100,W MAIN ST,CPD,2022/04/16 02:27:56+00,2227,"Patel, Akash"
5389,Larceny - Theft from Building,202280000363,600,LOCUST AVE,CPD,2022/04/16 02:07:35+00,2207,"Moje, Ashley"
5390,Lost/FoundProperty,202280000388,,"SHAMROCK RD, 9",CPD,2022/04/16 00:50:00+00,2050,"Moje, Ashley"
5391,Assist Citizen - Mental/TDO/ECO,202200009264,1200,GRADY AVE,CPD,2022/04/15 23:05:19+00,1905,"Houchens, Jamell"
5392,Assist Citizen - Mental/TDO/ECO,202200009257,500,DRUID AVE,CPD,2022/04/15 22:21:10+00,1821,"Middleton, Matthew"
5393,Larceny - All Other,202200009256,100,MCINTIRE PARK DR,CPD,2022/04/15 22:20:11+00,1820,"Hickey, Declan"
5394,Hit and Run,202200009252,,MEADE AVE / E MARKET ST,CPD,2022/04/15 21:50:59+00,1750,"Middleton, Matthew"
5395,Hit and Run,202200009251,,JEFFERSON PARK AVE / W MAIN ST,CPD,2022/04/15 21:39:40+00,1739,"Houchens, Jamell"
5396,Vandalism,202200009241,1300,CHESAPEAKE ST,CPD,2022/04/15 19:47:00+00,1547,"McKeown, Kaitlyn"
5397,Hit and Run,202200009236,1100,EMMET ST N,CPD,2022/04/15 19:11:35+00,1511,"Turner, Devon"
5398,Vandalism,202200009230,300,W MAIN ST,CPD,2022/04/15 18:24:25+00,1424,"McKeown, Kaitlyn"
5399,Larceny - Of Veh Parts/Access,202200009223,1100,E MARKET ST,CPD,2022/04/15 17:38:19+00,1338,"McKeown, Kaitlyn"
5400,Hit and Run,202200009219,3800,-78.4953314470000000,CPD,2022/04/15 17:09:30+00,1309,"Burchardt, Rudy"
5401,Fraud-false pretense,202280000386,100,14TH ST NW,CPD,2022/04/15 17:08:57+00,1308,"Moje, Ashley"
5402,Fraud-false pretense,202280000385,1900,"JEFFERSON PARK AVE, 11",CPD,2022/04/15 16:12:59+00,1212,"Moje, Ashley"
5403,Hit and Run,202200009213,1300,W MAIN ST,CPD,2022/04/15 16:10:04+00,1210,"Nash, Darius"
5404,Burglary,202200009206,600,PRESTON AVE,CPD,2022/04/15 15:09:13+00,1109,"Pittman, Terry"
5405,Family Offense - Non-Violent,202200009199,1200,HOLMES AVE,CPD,2022/04/15 14:29:35+00,1029,"McKeown, Kaitlyn"
5406,Larceny - Theft from Building,202280000384,2100,BARRACKS RD,CPD,2022/04/15 14:23:41+00,1023,"Moje, Ashley"
5407,Misc - Non-Criminal Call,202200009184,1500,AVON ST,CPD,2022/04/15 11:30:38+00,0730,"Marshall, Shawn"
5408,Burglary,202200009186,900,EMMET ST N,CPD,2022/04/15 11:08:22+00,0708,"Turner, Devon"
5409,Motor Vehicle Theft,202200009185,200,DOUGLAS AVE,CPD,2022/04/15 11:01:45+00,0701,"Pendleton, Eric"
5410,Vandalism,202200009181,1100,5TH ST SW,CPD,2022/04/15 09:42:36+00,0542,"Becton, Joel"
5411,Suspicious Activity,202200009177,1100,5TH ST SW,CPD,2022/04/15 07:13:06+00,0313,"Curry, Brian"
5412,Accident w/Injuries,202200009165,1300,W MAIN ST,CPD,2022/04/15 04:16:39+00,0016,"Becton, Joel"
5413,Prowler - Peeping  Tom,202200009156,1800,"JEFFERSON PARK AVE, 2",CPD,2022/04/15 02:52:48+00,2252,"Patel, Akash"
5414,Lost/FoundProperty,202280000383,,MAPLE STREET/PARK STREET ST,CPD,2022/04/15 02:30:00+00,2230,"Moje, Ashley"
5415,Vandalism,202200009153,900,"1ST ST S, C",CPD,2022/04/15 01:58:27+00,2158,"Lucas, Corbin"
5416,Vandalism,202200009150,1400,GREENLEAF LN,CPD,2022/04/15 01:20:46+00,2120,"Lee, Chandler"
5417,Larceny - Theft from Building,202280000382,100,"10TH ST NE, Suite 101",CPD,2022/04/14 22:52:22+00,1852,"Moje, Ashley"
5418,Assault Simple,202200009136,500,ROUGEMONT AVE,CPD,2022/04/14 22:18:19+00,1818,"Lee, Chandler"
5419,Assault Aggravated,202200009134,500,NASSAU ST,CPD,2022/04/14 21:54:11+00,1754,"Lucas, Corbin"
5420,Larceny - Theft from Building,202280000381,300,"15TH ST NW, Apt 3A",CPD,2022/04/14 21:37:50+00,1737,"Moje, Ashley"
5421,Assault Simple,202200009131,100,9TH ST SE,CPD,2022/04/14 21:08:24+00,1708,"Lucas, Corbin"
5422,Missing Person-adult,202200009123,1100,FOREST HILLS AVE,CPD,2022/04/14 19:23:18+00,1523,"Eckenroth, Rachel"
5423,Accident Property Damage,202200009117,,W MAIN ST / 10TH ST NW,CPD,2022/04/14 19:00:35+00,1500,"Burchardt, Rudy"
5424,Suspicious Activity,202200009118,600,E MARKET ST,CPD,2022/04/14 18:49:11+00,1449,"McKeown, Kaitlyn"
5425,Larceny - Of Veh Parts/Access,202280000362,1000,STONEHENGE AVENUE EXT AVE,CPD,2022/04/14 15:05:20+00,1105,"Moje, Ashley"
5426,Hit and Run,202200009103,,HYDRAULIC RD / BRANDYWINE DR,CPD,2022/04/14 15:00:44+00,1100,"Burchardt, Rudy"
5427,Pornography,202200009100,800,ORANGEDALE AVE,CPD,2022/04/14 14:29:07+00,1029,"Bowers, Justin"
5428,Misc - Non-Criminal Call,202200009098,600,E MARKET ST,CPD,2022/04/14 14:18:03+00,1018,"Marshall, Shawn"
5429,Motor Vehicle Theft,202200009097,600,WATSON AVE,CPD,2022/04/14 13:53:27+00,0953,"McKeown, Kaitlyn"
5430,Assault Simple,202200009107,1500,DAIRY RD,CPD,2022/04/14 12:47:11+00,0847,"Nash, Darius"
5431,Assault Aggravated,202200009090,1600,MERIDIAN ST,CPD,2022/04/14 08:37:55+00,0437,"Bentz, Benjamin "
5432,Burglary,202200009087,700,PARK ST,CPD,2022/04/14 06:04:58+00,0204,"Lowry, Ryan"
5433,Assault Aggravated,202200009081,1100,5TH ST SW,CPD,2022/04/14 04:14:58+00,0014,"Becton, Joel"
5434,Suspicious Activity,202200009068,700,"PROSPECT AVE, C",CPD,2022/04/14 02:22:35+00,2222,"Curry, Brian"
5435,Assault Aggravated,202200009065,2100,"MICHIE DR, 118",CPD,2022/04/14 01:56:02+00,2156,"Gower, Charles"
5436,Assault Aggravated,202200009062,1100,EMMET ST N,CPD,2022/04/14 01:17:23+00,2117,"Gower, Charles"
5437,Vandalism,202200009061,500,PARK ST,CPD,2022/04/14 00:50:49+00,2050,"Houchens, Logan"
5438,Larceny - Shoplifitng,202200009060,1100,EMMET ST N,CPD,2022/04/14 00:49:47+00,2049,"Eckenroth, Rachel"
5439,Noise Complaint,202280000361,1300,WERTLAND ST,CPD,2022/04/13 23:49:08+00,1949,"Moje, Ashley"
5440,Accident w/Injuries,202200009047,,HYDRAULIC RD / BRANDYWINE DR,CPD,2022/04/13 23:18:28+00,1918,"Stein, Nathan"
5441,Narcotics,202200009043,300,250 BYPASS,CPD,2022/04/13 22:33:11+00,1833,"Lee, Chandler"
5442,Burglary,202200009040,300,"CAMELLIA DR, A",CPD,2022/04/13 22:04:21+00,1804,"Stein, Nathan"
5443,Misc - Criminal Call,202200009034,300,CAROLINE AVE,CPD,2022/04/13 21:39:34+00,1739,"Houchens, Logan"
5444,Hit and Run,202200009033,,MONTICELLO AVE / 6TH ST SE,CPD,2022/04/13 21:31:10+00,1731,"Lucas, Corbin"
5445,Larceny - Of Veh Parts/Access,202200009027,2100,"MICHIE DR, 113",CPD,2022/04/13 20:45:40+00,1645,"Lee, Chandler"
5446,Lost/FoundProperty,202200009018,100,E MARKET ST,CPD,2022/04/13 19:01:22+00,1501,"Arndt, Brian"
